singer,singer_number,lyrics_words
 U2, 0,  Makes love when love may please  
 U2, 0,  The soul in and striptease  
 U2, 0,  Hate brought to its knees The Sky over our head  
 U2, 0,  We can reach it from our bed  
 U2, 0,  If you let me in your heart  
 U2, 0,  And out of my head head  Oh can't you see what love has done  
 U2, 0,  Oh can't you see what love has done  
 U2, 0,  Oh can't you see what love has done  
 U2, 0,  What it's doing to me Oh oh oh  
 U2, 0,  Oh oh oh Please don't ever let me out of you I've got no shame  
 U2, 0,  oh no oh no Oh can't you see what love has done  
 U2, 0,  Oh can't you see  
 U2, 0,  Oh can't you see what love has done  
 U2, 0,  What it's doing to me  
 U2, 0,  I know I hurt you and I made you cry  
 U2, 0,  Did everything but murder you and I  
 U2, 0,  But love left a window in the skies  
 U2, 0,  And to love I rhapsodize  
 U2, 0,  To every broken heart  
 U2, 0,  For every heart that cries  
 U2, 0,  Love left a window in the skies  
 U2, 0,  And to love I rhapsodize Face down on a broken street  
 U2, 0,  There's a man in the corner in a pool of misery  
 U2, 0,  I'm in a white van as a red sea covers the ground  
 U2, 0,  Metal crash I can't tell what it is  
 U2, 0,  But I take a look and now I'm sorry I did  
 U2, 0,  5 30 on a Friday night 33 good people cut down I don't believe anymore  
 U2, 0,  I don't believe anymore Face down on a pillow of shame  
 U2, 0,  There are some girls with a needle tryin to spell my name  
 U2, 0,  My body's not a canvas  
 U2, 0,  My body's now a toilet wall I don't believe anymore  
 U2, 0,  I don't believe anymore Raised by wolves  
 U2, 0,  Stronger than fear  
 U2, 0,  Raised by wolves  
 U2, 0,  We were raised by wolves  
 U2, 0,  Raised by wolves  
 U2, 0,  Stronger than fear  
 U2, 0,  If I open my eyes  
 U2, 0,  You disappear Boy sees his father crushed under the weight  
 U2, 0,  Of a cross in a passion where the passion is hate  
 U2, 0,  Blue mink Ford I'm gonna detonate in your den  
 U2, 0,  Blood in the house  
 U2, 0,  Blood on the street  
 U2, 0,  The worst things in the world are justified by belief  
 U2, 0,  Registration 1385-WZ I don't believe anymore  
 U2, 0,  I don't believe anymore Raised by wolves  
 U2, 0,  Stronger than fear  
 U2, 0,  Raised by wolves  
 U2, 0,  We were raised by wolves  
 U2, 0,  Raised by wolves  
 U2, 0,  Stronger than fear  
 U2, 0,  If I open my eyes  
 U2, 0,  You disappear Yeah  Lover I'm on the street  
 U2, 0,  Gonna go where the bright lights  
 U2, 0,  And the big city meet  
 U2, 0,  With a red guitar on fire  
 U2, 0,  Desire She's a candle burning in my room  
 U2, 0,  Yeah I'm like the needle needle and spoon  
 U2, 0,  Over the counter with a shotgun  
 U2, 0,  Pretty soon everybody got one  
 U2, 0,  And the fever when I'm beside her  
 U2, 0,  Desire  
 U2, 0,  Desire And the fever getting higher  
 U2, 0,  Desire  
 U2, 0,  Desire  
 U2, 0,  Burning  
 U2, 0,  Burning  She's the dollars  
 U2, 0,  She's my protection  
 U2, 0,  Yeah she's a promise  
 U2, 0,  In the year of election  
 U2, 0,  Oh sister I can't let you go  
 U2, 0,  Like a preacher stealing hearts  
 U2, 0,  At a traveling show  
 U2, 0,  For love or money money money  
 U2, 0,  money money money money money  
 U2, 0,  money money money  
 U2, 0,  And the fever getting higher  
 U2, 0,  Desire desire desire desire Desire  
 U2, 0,  Desire Desire  You don't know how you took it  
 U2, 0,  You just know what you got  
 U2, 0,  Oh lordy you've been stealing from the thieves  
 U2, 0,  And you got caught  
 U2, 0,  In the headlights of a stretch car  
 U2, 0,  You're a star Dressing like your sister  
 U2, 0,  Living like a tart  
 U2, 0,  They don't know what you're doing  
 U2, 0,  Babe it must be art  
 U2, 0,  You're a headache in a suitcase  
 U2, 0,  You're a star Oh no don't be shy  
 U2, 0,  You don't have to go blind  
 U2, 0,  Hold me  
 U2, 0,  Thrill me  
 U2, 0,  Kiss me  
 U2, 0,  Kill me You don't know how you got here  
 U2, 0,  You just know you want out  
 U2, 0,  Believing in yourself almost as much as you doubt  
 U2, 0,  You're a big smash  
 U2, 0,  You wear it like a rash  
 U2, 0,  Star Oh no don't be shy  
 U2, 0,  There's a crowd to cry  
 U2, 0,  Hold me  
 U2, 0,  Thrill me  
 U2, 0,  Kiss me  
 U2, 0,  Kill me They want you to be Jesus  
 U2, 0,  They'll go down on one knee  
 U2, 0,  But they'll want their money back  
 U2, 0,  If you're alive at thirty-three  
 U2, 0,  And you're turning tricks  
 U2, 0,  With your crucifix  
 U2, 0,  You're a star oh child Of course you're not shy  
 U2, 0,  You don't have to deny love  
 U2, 0,  Hold me  
 U2, 0,  Thrill me  
 U2, 0,  Kiss me  
 U2, 0,  Kill me We crossed the line  
 U2, 0,  Who pushed who over  
 U2, 0,  It doesn't matter to you  
 U2, 0,  It matters to me We're cut adrift  
 U2, 0,  But still floating  
 U2, 0,  I'm only hanging on  
 U2, 0,  To watch you go down my love I disappeared in you  
 U2, 0,  You disappeared from me  
 U2, 0,  I gave you everything  
 U2, 0,  g you ever wanted  
 U2, 0,  It wasn't what you wanted The men who love you you hate the most  
 U2, 0,  They pass right through you like a ghost  
 U2, 0,  They look for you but your spirit is in the air  
 U2, 0,  Baby you're nowhere Oh love  
 U2, 0,  You say in love there are no rules  
 U2, 0,  Oh love  
 U2, 0,  Sweet-heart  
 U2, 0,  You're so cruel Desperation is a tender trap  
 U2, 0,  It gets you every time  
 U2, 0,  You put your lips to her lips  
 U2, 0,  To stop the lie Her skin is pale like God's only dove  
 U2, 0,  Screams like an angel for your love  
 U2, 0,  Then she makes you watch her from above  
 U2, 0,  And you need her like a drug Oh love  
 U2, 0,  You say in love there are no rules  
 U2, 0,  Oh love  
 U2, 0,  Sweet-heart  
 U2, 0,  You're so cruel She wears my love like a see-through dress  
 U2, 0,  Her lips say one thing  
 U2, 0,  Her movements something else  
 U2, 0,  Oh love like a screaming flower  
 U2, 0,  Love  
 U2, 0,  Dying every hour And you don't know if it's fear or desire  
 U2, 0,  Danger the drug that takes you higher  
 U2, 0,  Head of heaven  
 U2, 0,  Fingers in the mire Her heart is racing you can't keep up  
 U2, 0,  The night is bleeding like a cut  
 U2, 0,  Between the horses of love and lust we are trampled  
 U2, 0,  Underfoot Oh love  
 U2, 0,  You say in love there are no rules  
 U2, 0,  Oh love  
 U2, 0,  Sweet-heart  
 U2, 0,  You're so cruel Oh love  
 U2, 0,  To stay with you I'd be a fool  
 U2, 0,  Oh sweetheart  
 U2, 0,  You're so cruel Come to me  
 U2, 0,  Come lie beside me  
 U2, 0,  Oh don't deny me  
 U2, 0,  Your love Make sense of me  
 U2, 0,  Walk through my doorway  
 U2, 0,  Don't hide in the hallway  
 U2, 0,  Oh love step over I'll follow you down  
 U2, 0,  I'll follow you down In the name of whiskey  
 U2, 0,  In the name of song  
 U2, 0,  You didn't look back  
 U2, 0,  You didn't belong In the name of reason  
 U2, 0,  In the name of hope  
 U2, 0,  In the name of religion  
 U2, 0,  In the name of dope In the name of freedom  
 U2, 0,  You drifted away  
 U2, 0,  To see the sun shining  
 U2, 0,  On someone else's day In the name of united and the bbc  
 U2, 0,  In the name of georgie best and lsd In the name of a father  
 U2, 0,  And his wife the spirit  
 U2, 0,  You said you did not  
 U2, 0,  They said you did it In the name of justice  
 U2, 0,  In the name of fun  
 U2, 0,  In the name of the father  
 U2, 0,  In the name of the son Call to me  
 U2, 0,  No one is listening  
 U2, 0,  I'm waiting to hear from you love Stay with me  
 U2, 0,  It's cold in the ground  
 U2, 0,  But there's peace in the sound  
 U2, 0,  Of the white and the black  
 U2, 0,  Spilling over I'll follow you down  
 U2, 0,  I'll follow you down  
 U2, 0,  I'll follow you down The sea it swells like a sore head  
 U2, 0,  and the night it is aching  
 U2, 0,  Two lovers lie with no sheets on their bed  
 U2, 0,  and the day it is breaking On rainy days we'd go swimming out  
 U2, 0,  on rainy days swimming in the sound  
 U2, 0,  On rainy days we'd go swimming out You're in my mind all of the time  
 U2, 0,  I know that's not enough  
 U2, 0,  If the sky can crack  
 U2, 0,  there must be some way back  
 U2, 0,  for love and only love Electrical Storm  
 U2, 0,  Electrical Storm  
 U2, 0,  Baby don't cry  
 U2, 0,  Car alarm won't let ya back to sleep  
 U2, 0,  You're kept awake dreaming some else's dream  
 U2, 0,  Coffee is cold but it will get you through Compromise that's nothing new to you  
 U2, 0,  Let's see colours that have never been seen  
 U2, 0,  Let's go to places no one else has been  
 U2, 0,  You're in my mind all of the time  
 U2, 0,  I know that's not enough If the sky can crack  
 U2, 0,  there must be some way back  
 U2, 0,  to love and only love  
 U2, 0,  Electrical Storm Electrical Storm  
 U2, 0,  Electrical Storm  
 U2, 0,  Baby don't cry  
 U2, 0,  It's hot as hell honey in this room Sure hope the weather will break soon The air is heavy heavy as a truck  
 U2, 0,  Need the rain to wash away our bad luck  
 U2, 0,  heeeey heeeey  If the sky can crack  
 U2, 0,  there must be some way back  
 U2, 0,  to love and only love  
 U2, 0,  Electrical Storm  
 U2, 0,  Electrical Storm  
 U2, 0,  Electrical Storm  
 U2, 0,  Baby don't cry  
 U2, 0,  Baby don't cry  
 U2, 0,  Baby don't cry  
 U2, 0,  Baby don't cry In a little while  
 U2, 0,  Surely you'll be mine  
 U2, 0,  In a little while I'll be there In a little while  
 U2, 0,  This hurt will hurt no more  
 U2, 0,  I'll be home love When the night takes a deep breath  
 U2, 0,  And the daylight has no end  
 U2, 0,  If I crawl if I come crawling home  
 U2, 0,  Will you be there In a little while  
 U2, 0,  I won't be blown by every breeze  
 U2, 0,  Friday night running  
 U2, 0,  To Sunday on my knees That girl that girl  
 U2, 0,  She's mine  
 U2, 0,  And I've known her since Since she was a little girl  
 U2, 0,  With Spanish eyes  
 U2, 0,  Oh when I saw her  
 U2, 0,  In a pram they pushed her by My how you've grown  
 U2, 0,  Well it's been  
 U2, 0,  It's been a little while Slow down my bleeding heart  
 U2, 0,  A man dreams one day to fly  
 U2, 0,  A man takes a rocketship into the skies  
 U2, 0,  He lives on star that's dying in the night  
 U2, 0,  And follows in the trail  
 U2, 0,  The scatter of light Turn it on  
 U2, 0,  Turn it on  
 U2, 0,  You turn me on Slow down my bleeding heart  
 U2, 0,  Slowly slowly love  
 U2, 0,  Slow down my bleeding heart  
 U2, 0,  Slowly slowly love  
 U2, 0,  Slow down my beating heart  
 U2, 0,  Slowly slowly love Hearts gone astray  
 U2, 0,  Leaving hurt when they go  
 U2, 0,  I went away  
 U2, 0,  Just when you needed me so  
 U2, 0,  You won't regret  
 U2, 0,  I'll come back begging you  
 U2, 0,  Don't you forget  
 U2, 0,  Where's the love we once knew  
 U2, 0,  Yeah Open up your eyes  
 U2, 0,  Then you'll realize  
 U2, 0,  Here I stand with my  
 U2, 0,  Everlasting love  
 U2, 0,  Need you by my side  
 U2, 0,  Girl to be my bride  
 U2, 0,  You'll never be denied  
 U2, 0,  Everlasting love  
 U2, 0,  From the very start  
 U2, 0,  Open up your heart  
 U2, 0,  Feel the love you've got  
 U2, 0,  Everlasting love  
 U2, 0,  This love will last forever This love will last forever Hearts gone astray  
 U2, 0,  Leaving hurt when they go  
 U2, 0,  I went away  
 U2, 0,  Just when you needed me so  
 U2, 0,  You won't regret  
 U2, 0,  I'll come back begging you  
 U2, 0,  Don't you forget Where's the love we once knew  
 U2, 0,  Yeah Where life's river flows  
 U2, 0,  No one really knows  
 U2, 0,  Til someone's there to show  
 U2, 0,  The way to lasting love  
 U2, 0,  Like the sun it shines  
 U2, 0,  Endlessly it shines  
 U2, 0,  You always will be mine  
 U2, 0,  Eternal love  
 U2, 0,  When other's lovelight's gone Ours will still be strong  
 U2, 0,  We'll have our very own Everlasting love This love will last forever  
 U2, 0,  This love will last forever Open up your eyes  
 U2, 0,  Then you'll realize  
 U2, 0,  Here I stand with my  
 U2, 0,  Everlasting love  
 U2, 0,  Need you by my side  
 U2, 0,  Girl to be my bride  
 U2, 0,  You'll never be denied Everlasting love  
 U2, 0,  From the very start  
 U2, 0,  Open up your heart  
 U2, 0,  Feel the love you've got  
 U2, 0,  Everlasting love  
 U2, 0,  Repeat until end I try to sing this song  
 U2, 0,  I I try to stand up  
 U2, 0,  But I can't find my feet  
 U2, 0,  I try I try to speak up  
 U2, 0,  But only in you I'm complete Gloria in te domine  
 U2, 0,  Gloria exultate  
 U2, 0,  Gloria Gloria  
 U2, 0,  Oh Lord loosen my lips I try to sing this song  
 U2, 0,  I I try to get in  
 U2, 0,  But I can't find the door  
 U2, 0,  The door is open  
 U2, 0,  You're standing there  
 U2, 0,  You let me in Gloria in te domine  
 U2, 0,  Gloria exultate  
 U2, 0,  Oh Lord if I had anything  
 U2, 0,  Anything at all  
 U2, 0,  I'd give it to you  
 U2, 0,  I'd give it to you Barbara Santa Barbara  
 U2, 0,  Barbara Santa Barbara  
 U2, 0,  Barbara Santa Barbara  
 U2, 0,  Barbara Santa Barbara  
 U2, 0,  Barbara Santa Barbara  
 U2, 0,  Barbara Santa Barbara  
 U2, 0,  Barbara Santa Barbara  
 U2, 0,  Barbara Santa Barbara  
 U2, 0,  Barbara Santa Barbara  
 U2, 0,  Barbara Santa Barbara California  
 U2, 0,  Then we fell into the shining sea  
 U2, 0,  The weight that drags your heart down  
 U2, 0,  Well that's what took me where I need to be  
 U2, 0,  Which is here  
 U2, 0,  Out on Zuma  
 U2, 0,  Watching you cry like a baby  
 U2, 0,  California  
 U2, 0,  At the dawn you thought would never come  
 U2, 0,  But it did  
 U2, 0,  Like it always does Whoa All I know  
 U2, 0,  And all I need to know is there is no  
 U2, 0,  Yeah there is no end to love I didn't call you  
 U2, 0,  Words can scare a thought away  
 U2, 0,  Everyone's a star in our town  
 U2, 0,  It's just your light gets dimmer if you have to stay  
 U2, 0,  In your bedroom  
 U2, 0,  In a mirror  
 U2, 0,  Watching yourself cry like a baby  
 U2, 0,  California  
 U2, 0,  Blood orange sunset brings you to your knees  
 U2, 0,  I've seen for myself  
 U2, 0,  There's no end to grief  
 U2, 0,  That's how I know Whoa That's how I know  
 U2, 0,  And why I need to know that there is no  
 U2, 0,  Yeah there is no end to love  
 U2, 0,  Whoa All I know  
 U2, 0,  And all I need to know is there is no  
 U2, 0,  Yeah there is no end to love There is no end to love  Whoa All I know  
 U2, 0,  And all I need to know is there is no  
 U2, 0,  Yeah there is no end to love  
 U2, 0,  Whoa we come and go  
 U2, 0,  Stolen days you don't give back  
 U2, 0,  Stolen days are just enough I was drinking some wine and it turned to blood  
 U2, 0,  What's the use of religion if you're any good  
 U2, 0,  I know I'm weedkiller honey and you're sugar  
 U2, 0,  If you're the prosecution I get away with murder  
 U2, 0,  If you were ice I'm water  
 U2, 0,  And with your telescope I can see further  
 U2, 0,  We're binary code a one and a zero  
 U2, 0,  You wanted violins and you got Nero  
 U2, 0,  You're gravity searching for the ground  
 U2, 0,  You're silence searching for a sound  
 U2, 0,  Your heart is aching your heart is my home  
 U2, 0,  It's fascinating I know I'll never be alone I'm rippin the stitches  
 U2, 0,  You got two hands to rub  
 U2, 0,  I'm in the ditches  
 U2, 0,  Of someone else's love Love is when I lie  
 U2, 0,  Love puts the blue back in my eye  
 U2, 0,  Love will come again  
 U2, 0,  I'll be gone again again If you're hunger baby let me feed it  
 U2, 0,  If your heart is full baby let me bleed it  
 U2, 0,  And happiness is for those who don't really need it  
 U2, 0,  You love me too much  
 U2, 0,  You always loved me too much When I was rippin the stitches  
 U2, 0,  You got two fists to rub  
 U2, 0,  I'm in the ditches  
 U2, 0,  Of someone else's luck Love is when I lie  
 U2, 0,  Love puts the blue back in my eye  
 U2, 0,  Love has come again  
 U2, 0,  I am gone again Love's got to be with a wink  
 U2, 0,  Only then love gets a chance to speak  
 U2, 0,  Love will come again  
 U2, 0,  I'll be gone again again I I can't escape myself  
 U2, 0,  I hear you talk  
 U2, 0,  Feeling nothing  
 U2, 0,  I fear nothing  
 U2, 0,  Feel I can hear so much  
 U2, 0,  Fear nothing  
 U2, 0,  I feel so much  
 U2, 0,  Fear nothing Love has come again  
 U2, 0,  I am gone again  
 U2, 0,  Love is the end of history  
 U2, 0,  The enemy of misery  
 U2, 0,  Love has come again  
 U2, 0,  I am gone again Love is justice a charity  
 U2, 0,  Love brings with it a clarity  
 U2, 0,  Love has come again  
 U2, 0,  I'm alive again  
 U2, 0,  Alive I am alive baby I'm born again and again  
 U2, 0,  And again and again and again and again  
 U2, 0,  Again Sleep  
 U2, 0,  Sleep tonight  
 U2, 0,  And may your dreams  
 U2, 0,  Be realized  
 U2, 0,  If the thundercloud  
 U2, 0,  Passes rain  
 U2, 0,  So let it rain  
 U2, 0,  Rain down on him  
 U2, 0,  Mmm mmm mmm  
 U2, 0,  So let it be  
 U2, 0,  Mmm mmm mmm  
 U2, 0,  So let it be  
 U2, 0,  Sleep  
 U2, 0,  Sleep tonight  
 U2, 0,  And may your dreams  
 U2, 0,  Be realized  
 U2, 0,  If the thundercloud  
 U2, 0,  Passes rain  
 U2, 0,  So let it rain  
 U2, 0,  Let it rain  
 U2, 0,  Rain on him The star  
 U2, 0,  that gives us light  
 U2, 0,  Has been gone a while  
 U2, 0,  But it's not an illusion  
 U2, 0,  The ache  
 U2, 0,  In my heart  
 U2, 0,  Is so much a part of who I am  
 U2, 0,  Something in your eyes  
 U2, 0,  Took a thousand years to get here  
 U2, 0,  Something in your eyes  
 U2, 0,  Took a thousand years a thousand years Hold me close hold me close and don't let me go  
 U2, 0,  Hold me close like I'm someone that you might know  
 U2, 0,  Hold me close the darkness just lets us see  
 U2, 0,  Who we are  
 U2, 0,  I've got your life inside of me Iris Iris  Once we are born we begin to forget  
 U2, 0,  The very reason we came  
 U2, 0,  But you  
 U2, 0,  I'm sure I've met  
 U2, 0,  Long before the night the stars went out  
 U2, 0,  We're meeting up again Hold me close hold me close and don't let me go  
 U2, 0,  Hold me close like I'm someone that you might know  
 U2, 0,  Hold me close the darkness just lets us see  
 U2, 0,  Who we are  
 U2, 0,  I've got your life inside of me Iris Iris  The stars are bright but do they know  
 U2, 0,  The universe is beautiful but cold You took me by the hand  
 U2, 0,  I thought that I was leading you  
 U2, 0,  But it was you made me your man  
 U2, 0,  Machine  
 U2, 0,  I dream  
 U2, 0,  Where you are  
 U2, 0,  Iris standing in the hall  
 U2, 0,  She tells me I can do it all  
 U2, 0,  Iris wakes to my nightmares  
 U2, 0,  Don t fear the world it isn t there  
 U2, 0,  Iris playing on the strand  
 U2, 0,  She buries the boy beneath the sand  
 U2, 0,  Iris says that I will be the death of her  
 U2, 0,  It was not me  
 U2, 0,  Iris Iris  
 U2, 0,  She said Free yourself to be yourself if only you could see yourself  
 U2, 0,  Free yourself to be yourself if only you could see  I was born a child of grace  
 U2, 0,  Nothing else about the place  
 U2, 0,  Everything was ugly but your beautiful face  
 U2, 0,  And it left me no illusion I saw you in the curve of the moon  
 U2, 0,  In the shadow cast across my room  
 U2, 0,  You had me in my choose  
 U2, 0,  When I just heard confusion  All because of you  
 U2, 0,  All because of you  
 U2, 0,  All because of you  
 U2, 0,  I am i aaaaammmm  I liked the sound of my own voice  
 U2, 0,  I didn't give anyone else a choice  
 U2, 0,  An intellectual of toys  
 U2, 0,  Racin rears with your bullet train Some people get squashed crossin the tracks  
 U2, 0,  Some people got high rises on their backs  
 U2, 0,  I'm not broke but you can see the cracks  
 U2, 0,  You can make me perfect again All because of you  
 U2, 0,  I am i aaaaammmm  Aaaaaaaaaaaaa-ooooooohh-aaaaaa-ooooh-aaaaahh-ooh-aye-aye-aaaaaahhh  
 U2, 0,  Captain turn it up loud right  
 U2, 0,  In 3-2-1  
 U2, 0,  Naaaaaaahow  I'm alive  
 U2, 0,  I'm being born  
 U2, 0,  I just arrived I'm at the door  
 U2, 0,  Of the place I started out from  
 U2, 0,  And I want back inside All because of you  
 U2, 0,  I aaaaammmm  
 U2, 0,  Aaaarrrgh  Midnight our sons and daughters  
 U2, 0,  Were cut down and taken from us  
 U2, 0,  Hear their heartbeat  
 U2, 0,  We hear their heartbeat  In the wind we hear their laughter  
 U2, 0,  In the rain we see their tears  
 U2, 0,  Hear their heartbeat we hear their heartbeat  Night hangs like a prisoner  
 U2, 0,  Stretched over black and blue  
 U2, 0,  Hear their heartbeats  
 U2, 0,  We hear their heartbeats  In the trees our sons stand naked  
 U2, 0,  Through the walls our daughters cry  
 U2, 0,  See their tears in the rainfall  Hold me now oh hold me now  
 U2, 0,  Till this hour has gone around  
 U2, 0,  And I'm gone on the rising tide  
 U2, 0,  For to face Van Diemen's land It's a bitter pill I swallow here  
 U2, 0,  To be rent from one so dear  
 U2, 0,  We fought for justice and not for gain  
 U2, 0,  But the magistrate sent me away Now kings will rule and the poor will toil  
 U2, 0,  And tear their hands as they tear the soil  
 U2, 0,  But a day will come in this dawning age  
 U2, 0,  When an honest man sees an honest wage  Hold me now oh hold me now  
 U2, 0,  Till this hour has gone around  
 U2, 0,  And I'm gone on the rising tide  
 U2, 0,  For to face Van Diemen's Land I'm not afraid  
 U2, 0,  Of anything in this world  
 U2, 0,  There's nothing you can throw at me  
 U2, 0,  That I haven't already heard  
 U2, 0,  I'm just trying to find  
 U2, 0,  A decent melody  
 U2, 0,  A song that I can sing  
 U2, 0,  In my own company I never thought you were a fool  
 U2, 0,  But darling look at you Ooh  
 U2, 0,  You gotta stand up straight carry your own weight  
 U2, 0,  Cause tears are going nowhere baby You've got to get yourself together  
 U2, 0,  You've got stuck in a moment  
 U2, 0,  And now you can't get out of it  
 U2, 0,  Don't say that later will be better  
 U2, 0,  Now you're stuck in a moment  
 U2, 0,  And you can't get out of it I will not forsake  
 U2, 0,  The colors that you bring  
 U2, 0,  The nights you filled with fireworks  
 U2, 0,  They left you with nothing  
 U2, 0,  I am still enchanted  
 U2, 0,  By the light you brought to me  
 U2, 0,  I listen through your ears  
 U2, 0,  Through your eyes I can see You are such a fool  
 U2, 0,  To worry like you do Oh  
 U2, 0,  I know it's tough  
 U2, 0,  And you can never get enough  
 U2, 0,  Of what you don't really need now  
 U2, 0,  My oh my You've got to get yourself together  
 U2, 0,  You've got stuck in a moment  
 U2, 0,  And you can't get out of it  
 U2, 0,  Oh love look at you now  
 U2, 0,  You've got yourself stuck in a moment  
 U2, 0,  And you can't get out of it  
 U2, 0,  Oh lord look at you now  
 U2, 0,  You've got yourself stuck in a moment  
 U2, 0,  And you cant get out of it I was unconscious half asleep  
 U2, 0,  The water is warm til you discover how deep  
 U2, 0,  I wasn't jumping for me it was a fall  
 U2, 0,  It's a long way down to nothing at all You've got to get yourself together  
 U2, 0,  You've got stuck in a moment  
 U2, 0,  And you can't get out of it  
 U2, 0,  Don't say that later will be better  
 U2, 0,  Now you're stuck in a moment  
 U2, 0,  And you can't get out of it And if the night runs over  
 U2, 0,  And if the day won't last  
 U2, 0,  And if your way should falter  
 U2, 0,  Along this stony pass It's just a moment  
 U2, 0,  This time will pass I want to trip inside your head  
 U2, 0,  Spend the day there  
 U2, 0,  To hear the things you haven t said  
 U2, 0,  And see what you might see  
 U2, 0,  I want to hear you when you call  
 U2, 0,  Do you feel anything at all  
 U2, 0,  I want to see your thoughts take shape and walk right out  
 U2, 0,  Freedom has a scent  
 U2, 0,  Like the top of a newborn baby s head  
 U2, 0,  The songs are in your eyes  
 U2, 0,  I see them when you smile  
 U2, 0,  I ve seen enough I m not giving up on a miracle drug  
 U2, 0,  Of science and the human heart  
 U2, 0,  There is no limit  
 U2, 0,  There is no failure here sweetheart  
 U2, 0,  Just when you quit  
 U2, 0,  I am you and you are mine  
 U2, 0,  Love makes nonsense of space and time will disappear  
 U2, 0,  Love and logic keep us clear  
 U2, 0,  Reason is on our side love  
 U2, 0,  The songs are in your eyes  
 U2, 0,  I see them when you smile  
 U2, 0,  I ve had enough of romantic love  
 U2, 0,  I d give it up yeah I d give it up  
 U2, 0,  For a miracle a miracle drug a miracle drug  
 U2, 0,  God I need your help tonight  
 U2, 0,  Beneath the noise below the dim  
 U2, 0,  I hear your voice it s whispering  
 U2, 0,  In science and in medicine  
 U2, 0,  I was a stranger you took me in  
 U2, 0,  The songs are in your eyes  
 U2, 0,  I see them when you smile  
 U2, 0,  I ve had enough of romantic love  
 U2, 0,  Yeah I d give it up yeah I d give it up  
 U2, 0,  For a miracle miracle drug  
 U2, 0,  Miracle miracle drug Yeah Desert sky  
 U2, 0,  Dream beneath a desert sky  
 U2, 0,  The rivers run but soon run dry  
 U2, 0,  We need new dreams tonight Desert rose  
 U2, 0,  Dreamed I saw a desert rose  
 U2, 0,  Dress torn in ribbons and in bows  
 U2, 0,  Like a siren she calls to me Sleep comes like a drug  
 U2, 0,  Sad eyes crooked crosses Set me alight  
 U2, 0,  We'll punch a hole right through the night  
 U2, 0,  Everyday the dreamers die  
 U2, 0,  See what's on the other side She is liberty  
 U2, 0,  And she comes to rescue me  
 U2, 0,  Hope faith her vanity  
 U2, 0,  The greatest gift is gold Sleep comes like a drug  
 U2, 0,  Sad eyes crooked crosses Naked flame  
 U2, 0,  She stands with a naked flame  
 U2, 0,  I stand with the sons of Cain  
 U2, 0,  Burned by the fire of love  
 U2, 0,  Burned by the fire of love The world is spinning fast tonight  
 U2, 0,  You can hurt yourself tryin to hold on  
 U2, 0,  To what you used to be  
 U2, 0,  I'm so glad the past is all gone  
 U2, 0,  Been out in the wild  
 U2, 0,  Been out in the night  
 U2, 0,  Been out of your mind  
 U2, 0,  Do you live here or is this a vacation Volcano you don't wanna you don't wanna know  
 U2, 0,  Volcano  
 U2, 0,  Something in you must to blow  
 U2, 0,  Volcano You don't wanna you don't wanna know  
 U2, 0,  Your eyes were like landing lights  
 U2, 0,  They used to be the clearest blue Now you don't see so well  
 U2, 0,  The future's gonna land on you  
 U2, 0,  Been out in the wild  
 U2, 0,  Been out in the night Been out of your mind  
 U2, 0,  Do you live here or is this a vacation  
 U2, 0,  Volcano you don't wanna you don't wanna know  
 U2, 0,  Volcano Something in you must to blow  
 U2, 0,  Volcano  
 U2, 0,  You're on a piece of ground above a volcano  
 U2, 0,  You were alone  
 U2, 0,  Now you're not alone  
 U2, 0,  You were alone But now  
 U2, 0,  You are Rock'n'Roll  
 U2, 0,  You and I are Rock'n'Roll  
 U2, 0,  You are Rock'n'Roll  
 U2, 0,  You and I are Rock'n'Roll  
 U2, 0,  Volcano you don't wanna you don't wanna know  
 U2, 0,  Volcano  
 U2, 0,  Something in you must to blow  
 U2, 0,  Volcano  
 U2, 0,  You don't wanna you don't wanna know  
 U2, 0,  You're on a piece of ground above a volcano Sleep  
 U2, 0,  Sleep tonight  
 U2, 0,  And may your dreams  
 U2, 0,  Be realized If the thunder cloud  
 U2, 0,  Passes rain  
 U2, 0,  So let it rain  
 U2, 0,  Rain down on him Mmm mmm mmm  
 U2, 0,  So let it be  
 U2, 0,  Mmm mmm mmm  
 U2, 0,  So let it be Sleep  
 U2, 0,  Sleep tonight  
 U2, 0,  And may your dreams  
 U2, 0,  Be realized If the thunder cloud  
 U2, 0,  Passes rain  
 U2, 0,  So let it rain let it rain  
 U2, 0,  Rain on him In the distance she saw me comin round  
 U2, 0,  I was callin out I was callin out  
 U2, 0,  Still shakin still in pain  
 U2, 0,  You put me back together again  
 U2, 0,  I was cold and you clothed me honey  
 U2, 0,  I was down and you lifted me honey  
 U2, 0,  Angel angel or devil  
 U2, 0,  I was thirsty  
 U2, 0,  And you wet my lips  
 U2, 0,  You I'm waiting for you  
 U2, 0,  You you set my desire  
 U2, 0,  I trip through your wires  
 U2, 0,  I was broken bent out of shape  
 U2, 0,  I was naked in the clothes you made  
 U2, 0,  Lips were dry throat like rust  
 U2, 0,  You gave me shelter from the heat and the dust  
 U2, 0,  No more water in the well  
 U2, 0,  No more water water  
 U2, 0,  Angel angel or devil  
 U2, 0,  I was thirsty  
 U2, 0,  And you wet my lips  
 U2, 0,  You I'm waiting for you  
 U2, 0,  You you set my desire  
 U2, 0,  I trip through your wires  
 U2, 0,  Oh I need oh I need  
